GFund,FFund,CFund,SFund,IFund,Date
16.6752,20.941,64.7016,82.5771,38.068,2021-10-04
16.6758,20.89,65.3897,83.1946,38.1055,2021-10-05
16.6765,20.896,65.6583,83.2994,37.9359,2021-10-06
16.6772,20.8427,66.2185,84.5791,38.1762,2021-10-07
16.6779,20.7948,66.0926,83.9886,38.2367,2021-10-08
16.6806,20.8374,65.48,84.172,38.1562,2021-10-12
16.6813,20.8778,65.6782,84.9529,38.362,2021-10-13
16.682,20.9146,66.8059,86.2367,38.7611,2021-10-14
16.6826,20.864,67.304,86.1731,39.1567,2021-10-15
16.6847,20.8592,67.5316,86.5236,38.9905,2021-10-18
16.6854,20.807,68.032,86.9354,39.2478,2021-10-19
16.6861,20.7869,68.2821,87.3318,39.3785,2021-10-20
16.6867,20.7462,68.4916,87.8446,39.2498,2021-10-21
16.6874,20.7875,68.4187,87.3559,39.3995,2021-10-22
16.6895,20.8017,68.7435,87.9833,39.3278,2021-10-25
16.6901,20.8361,68.8686,87.5019,39.5427,2021-10-26
16.6908,20.9208,68.522,85.8793,39.4695,2021-10-27
16.6915,20.8832,69.1985,87.3221,39.6762,2021-10-28
16.6936,20.8905,69.3406,87.3553,39.3632,2021-10-29
16.6942,20.8729,69.4667,88.9223,39.8088,2021-11-01
16.695,20.9082,69.7222,88.845,39.7454,2021-11-02
16.6957,20.8666,70.1726,89.9025,40.0744,2021-11-03
16.6964,20.9381,70.4752,89.8178,39.9901,2021-11-04
16.6972,21.0221,70.7455,90.3329,40.0103,2021-11-05
16.6994,20.9833,70.8087,90.8115,40.0955,2021-11-08
16.7001,21.0444,70.5659,90.6175,39.9575,2021-11-09
16.7009,20.902,70.0012,88.9646,39.5189,2021-11-10
16.7023,20.8693,70.552,90.1637,39.8717,2021-11-12
16.7046,20.8016,70.555,89.9948,39.9954,2021-11-15
16.7053,20.788,70.8316,90.4704,39.8194,2021-11-16
16.706,20.8303,70.6619,89.4641,39.6685,2021-11-17
16.7068,20.8497,70.9074,88.8315,39.6467,2021-11-18
16.7075,20.8879,70.8098,88.1367,39.5572,2021-11-19
16.7097,20.7944,70.5899,86.955,39.2814,2021-11-22
16.7105,20.713,70.7074,86.5063,38.9987,2021-11-23
16.7112,20.7596,70.8728,86.9795,38.737,2021-11-24
16.7127,20.922,69.264,84.8572,37.8901,2021-11-26
16.7149,20.8926,70.1821,84.9888,37.9178,2021-11-29
16.7157,20.9535,68.8604,82.9574,37.5278,2021-11-30
16.7164,20.975,68.0518,80.5943,37.6397,2021-12-01
16.717,20.9461,69.0289,82.5911,37.8568,2021-12-02
16.7177,21.0261,68.4493,80.7041,37.723,2021-12-03
16.7198,20.9605,69.2546,81.8771,37.9805,2021-12-06
16.7204,20.9201,70.6894,83.9657,38.7597,2021-12-07
16.7211,20.8581,70.9089,84.896,38.9185,2021-12-08
16.7217,20.8772,70.4081,82.9623,38.7527,2021-12-09
16.7224,20.8752,71.0811,82.5479,38.6403,2021-12-10
16.7245,20.9467,70.4329,81.5449,38.4514,2021-12-13
16.7251,20.9194,69.9175,80.7339,38.1902,2021-12-14
16.7258,20.88,71.0617,81.9277,38.6151,2021-12-15
16.7264,20.9159,70.4428,80.2895,38.8246,2021-12-16
16.7271,20.9484,69.7215,81.0783,38.2264,2021-12-17
16.7292,20.9206,68.928,79.7395,37.9367,2021-12-20
16.7298,20.8861,70.1597,82.227,38.5786,2021-12-21
16.7305,20.9108,70.8814,82.8309,38.7438,2021-12-22
16.7311,20.868,71.3239,83.5117,39.07,2021-12-23
16.7339,20.8928,72.3143,84.135,39.3482,2021-12-27
16.7345,20.89,72.2412,83.5118,39.3949,2021-12-28
16.7352,20.8273,72.3431,83.5049,39.4714,2021-12-29
16.7359,20.872,72.1333,83.768,39.4185,2021-12-30
16.7365,20.8867,71.947,83.441,39.4416,2021-12-31
16.7386,20.7363,72.4061,83.8284,39.3497,2022-01-03
16.7393,20.7271,72.3656,83.2517,39.8149,2022-01-04
16.74,20.6695,70.9678,80.3321,39.507,2022-01-05
16.7407,20.6419,70.9042,80.6703,39.2302,2022-01-06
16.7414,20.5861,70.6297,79.9132,39.3313,2022-01-07
16.7437,20.5667,70.5284,79.7575,38.9468,2022-01-10
16.7444,20.6036,71.1743,80.933,39.4203,2022-01-11
16.7451,20.5971,71.3758,80.4874,39.7338,2022-01-12
16.7458,20.632,70.3676,79.1299,39.6076,2022-01-13
16.7465,20.5224,70.4269,78.9942,39.4062,2022-01-14
16.7495,20.3968,69.133,76.7941,39.077,2022-01-18
16.7502,20.4474,68.4639,75.8418,38.8694,2022-01-19
16.751,20.4699,67.7127,74.7229,38.6721,2022-01-20
16.7517,20.5326,66.4328,73.0036,38.2607,2022-01-21
16.7539,20.5114,66.6178,74.2811,37.7682,2022-01-24
16.7546,20.493,65.8063,72.75,37.3647,2022-01-25
16.7553,20.3896,65.708,71.8438,37.4654,2022-01-26
16.756,20.442,65.3584,70.5987,37.2227,2022-01-27
16.7568,20.4569,66.9574,72.319,37.1944,2022-01-28
16.759,20.4504,68.2231,75.0386,37.8808,2022-01-31
16.7597,20.4388,68.6919,76.03,38.2257,2022-02-01
16.7606,20.4672,69.3403,75.227,38.4753,2022-02-02
16.7614,20.4006,67.6522,73.2748,37.9998,2022-02-03
16.7622,20.2652,68.0124,74.3625,37.9758,2022-02-04
16.7648,20.2753,67.7616,74.609,38.1859,2022-02-07
16.7657,20.2229,68.3323,75.6938,38.1601,2022-02-08
16.7665,20.2309,69.3333,77.5049,38.7715,2022-02-09
16.7673,20.0592,68.0868,76.4119,38.4579,2022-02-10
16.7682,20.1847,66.797,75.0517,37.9786,2022-02-11
16.7707,20.0766,66.5447,74.6763,37.6926,2022-02-14
16.7716,20.0348,67.6024,76.8095,38.265,2022-02-15
16.7724,20.0567,67.671,76.6489,38.3095,2022-02-16
16.7733,20.1006,66.2462,74.4139,37.9291,2022-02-17
16.7741,20.1377,65.7811,73.4718,37.8062,2022-02-18
16.7775,20.1212,65.1148,72.3451,37.275,2022-02-22
16.7784,20.0331,63.9163,70.74,36.9948,2022-02-23
16.7792,20.0476,64.8777,72.9074,36.2952,2022-02-24
16.78,20.0718,66.3369,74.6248,37.2129,2022-02-25
16.7826,20.2289,66.182,75.058,36.8903,2022-02-28
16.7835,20.3468,65.1602,73.7024,35.9801,2022-03-01
16.7844,20.102,66.3772,75.247,36.2931,2022-03-02
16.7853,20.1667,66.0364,73.7565,35.6906,2022-03-03
16.7862,20.2637,65.518,72.2059,34.4626,2022-03-04
16.7889,20.1734,63.5842,69.6051,33.5408,2022-03-07
16.7898,20.064,63.1265,69.9697,33.5082,2022-03-08
16.7907,20.0097,64.7584,72.2992,35.1322,2022-03-09
16.7916,19.9191,64.4861,71.9668,34.8246,2022-03-10
16.7925,19.9098,63.6538,70.5534,34.3691,2022-03-11
16.7953,19.7245,63.1947,69.0596,34.6025,2022-03-14
16.7962,19.7313,64.5497,70.2617,34.8026,2022-03-15
16.7971,19.761,65.9964,72.8903,36.1731,2022-03-16
16.798,19.7772,66.8158,74.312,36.4804,2022-03-17
16.7989,19.836,67.5962,75.5585,36.8616,2022-03-18
16.8017,19.6568,67.5707,74.9155,36.6213,2022-03-21
16.8026,19.591,68.3347,76.0421,37.0214,2022-03-22
16.8035,19.6995,67.4995,74.8474,36.5743,2022-03-23
16.8044,19.6246,68.4739,75.8062,36.713,2022-03-24
16.8053,19.4779,68.8215,75.6034,36.6776,2022-03-25
16.8081,19.5134,69.3132,76.0029,36.7276,2022-03-28
16.809,19.6031,70.1627,78.1074,37.5529,2022-03-29
16.8099,19.6645,69.7279,76.735,37.4361,2022-03-30
16.8108,19.6775,68.6416,75.7344,36.7695,2022-03-31
16.8117,19.6246,68.8749,76.4293,37.1154,2022-04-01
16.8151,19.6359,69.4324,76.9999,37.2301,2022-04-04
16.8163,19.4654,68.5724,75.1188,36.7908,2022-04-05
16.8174,19.407,67.9067,73.7531,36.3768,2022-04-06
16.8185,19.3734,68.2041,73.5387,36.4023,2022-04-07
16.8196,19.2718,68.0249,73.0254,36.4525,2022-04-08
16.8231,19.1839,66.8766,72.5597,36.1152,2022-04-11
16.8242,19.2404,66.6508,72.5203,35.8185,2022-04-12
16.8254,19.2575,67.4087,74.1308,36.219,2022-04-13
16.8265,19.1201,66.5906,73.225,36.0371,2022-04-14
16.8311,19.0786,66.5773,72.5096,35.8058,2022-04-18
16.8322,18.9653,67.6475,74.3109,35.9121,2022-04-19
16.8334,19.0688,67.6068,74.0898,36.2418,2022-04-20
16.8345,18.9774,66.615,72.1161,35.8836,2022-04-21
16.8356,18.9409,64.7676,70.3093,35.2822,2022-04-22
16.8391,19.0399,65.1375,71.0661,35.0508,2022-04-25
16.8402,19.1244,63.3047,68.6538,34.1334,2022-04-26
16.8413,19.0589,63.4384,68.4896,34.2827,2022-04-27
16.8425,19.0361,65.0123,69.9058,34.723,2022-04-28
16.8448,18.9388,62.6578,67.7322,34.4199,2022-04-29
16.847,18.8255,63.0136,68.5319,34.31,2022-05-02
16.8484,18.8602,63.3185,68.7905,34.544,2022-05-03
16.8497,18.9555,65.2099,70.6061,35.062,2022-05-04
16.8511,18.8048,62.8922,67.4491,34.0766,2022-05-05
16.8524,18.732,62.5443,65.983,33.6609,2022-05-06
16.8566,18.8152,60.5448,62.6524,32.7154,2022-05-09
16.8579,18.8625,60.6936,62.5908,32.9225,2022-05-10
16.8593,18.9435,59.6964,60.9568,32.7775,2022-05-11
16.8606,18.9728,59.6403,61.8231,32.6619,2022-05-12
16.862,18.8997,61.0708,64.3532,33.5037,2022-05-13
16.8661,18.9392,60.8333,63.5527,33.56,2022-05-16
16.8675,18.8321,62.064,65.3946,34.1818,2022-05-17
16.8688,18.9077,59.5705,62.8981,33.4677,2022-05-18
16.8702,18.9486,59.2289,63.3279,33.6967,2022-05-19
16.8715,19.0127,59.2382,63.2517,33.936,2022-05-20
16.8757,18.937,60.3446,63.8646,34.5341,2022-05-23
16.877,19.0763,59.8551,62.3455,34.4516,2022-05-24
16.8784,19.14,60.4217,63.7477,34.4312,2022-05-25
16.8797,19.1524,61.6252,65.3406,34.8302,2022-05-26
16.8881,19.0073,62.3072,65.742,34.7558,2022-06-01
16.8895,19.0289,63.4662,67.7078,35.3755,2022-06-02
16.8909,18.9998,62.4331,66.809,34.9084,2022-06-03
16.8951,18.8812,62.6296,67.0526,35.0752,2022-06-06
16.8965,18.9368,63.2282,68.036,35.1567,2022-06-07
16.8979,18.881,62.5482,67.1999,34.7167,2022-06-08
16.8993,18.8678,61.0648,65.4936,33.9659,2022-06-09
16.9007,18.7146,59.2895,63.3804,33.167,2022-06-10
16.9049,18.4131,56.991,60.0195,32.0306,2022-06-13
16.9063,18.3005,56.7962,59.8312,31.7231,2022-06-14
16.9077,18.4974,57.6268,60.9049,32.3304,2022-06-15
16.9091,18.5406,55.7585,57.9256,31.7257,2022-06-16
16.9104,18.5454,55.8824,58.8459,31.4971,2022-06-17
16.9161,18.4767,57.2529,59.8003,31.9824,2022-06-21
16.9175,18.6317,57.1799,59.7273,31.7867,2022-06-22
16.9188,18.7014,57.727,60.7545,31.6874,2022-06-23
16.9202,18.6585,59.4928,62.8538,32.5702,2022-06-24
16.9244,18.5924,59.318,62.7862,32.54,2022-06-27
16.9258,18.5967,58.1231,61.5128,32.4011,2022-06-28
16.9272,18.7039,58.0883,60.8991,32.2201,2022-06-29
16.9286,18.7805,57.5893,60.1436,31.9692,2022-06-30
16.93,18.9074,58.1977,61.0308,31.9617,2022-07-01
16.9358,18.9662,58.3001,61.7314,31.3561,2022-07-05
16.9372,18.8485,58.51,61.2171,31.3832,2022-07-06
16.9386,18.7965,59.3923,62.7762,31.8392,2022-07-07
16.94,18.7327,59.3476,62.6109,31.929,2022-07-08
16.9444,18.8233,58.6647,61.4069,31.4423,2022-07-11
16.9458,18.8536,58.1235,61.078,31.4386,2022-07-12
16.9472,18.8991,57.8654,60.9474,31.3491,2022-07-13
16.9486,18.8373,57.6993,60.1433,30.963,2022-07-14
16.95,18.8997,58.8073,61.4532,31.45,2022-07-15
16.9544,18.8716,58.3154,61.3834,31.6326,2022-07-18
16.9558,18.828,59.9288,63.3739,32.4377,2022-07-19
16.9572,18.8225,60.283,64.5851,32.2918,2022-07-20
16.9586,18.9726,60.8828,65.0423,32.6239,2022-07-21
16.9601,19.1208,60.3154,63.8659,32.5577,2022-07-22
16.9644,19.0675,60.3947,64.0182,32.7163,2022-07-25
16.9658,19.0604,59.6981,63.1289,32.3567,2022-07-26
16.9672,19.1041,61.2598,64.778,32.9825,2022-07-27
16.9687,19.2283,62.0106,65.7085,33.2278,2022-07-28
16.973,19.2445,62.8983,66.3523,33.617,2022-07-29
16.9745,19.3403,62.7209,66.3715,33.7045,2022-08-01
16.9758,19.1275,62.3032,66.4064,33.1859,2022-08-02
16.9771,19.2093,63.278,67.5282,33.3706,2022-08-03
16.9784,19.2536,63.2345,67.4297,33.5641,2022-08-04
16.9798,19.048,63.1397,67.9286,33.3097,2022-08-05
16.9838,19.1334,63.0627,68.4783,33.3922,2022-08-08
16.9851,19.089,62.7984,67.3873,33.2421,2022-08-09
16.9865,19.1183,64.1376,69.6388,33.9548,2022-08-10
16.9878,19.0252,64.1097,69.6563,33.9599,2022-08-11
16.9891,19.095,65.2281,70.9531,34.1614,2022-08-12
16.9932,19.1382,65.489,71.1147,33.9635,2022-08-15
16.9945,19.1228,65.6153,71.1698,33.9481,2022-08-16
16.9958,19.0197,65.1522,69.916,33.6898,2022-08-17
16.9972,19.043,65.3098,70.241,33.5909,2022-08-18
16.9985,18.9264,64.4698,68.6861,33.1607,2022-08-19
17.0025,18.8485,63.0968,67.1784,32.6154,2022-08-22
17.0039,18.829,62.9561,67.2573,32.6145,2022-08-23
17.0052,18.7754,63.1409,67.8453,32.6514,2022-08-24
17.0065,18.8707,64.0322,69.0748,32.9739,2022-08-25
17.0079,18.8595,61.8768,66.7993,32.1637,2022-08-26
17.0119,18.7771,61.4668,66.1821,32.0533,2022-08-29
17.0132,18.7783,60.7936,65.367,31.9151,2022-08-30
17.0146,18.7048,60.3305,64.9703,31.6695,2022-08-31
17.0159,18.592,60.5218,64.1717,31.1712,2022-09-01
17.0175,18.6645,59.8765,63.7856,31.1915,2022-09-02
17.0239,18.4976,59.6343,63.2692,30.9943,2022-09-06
17.0255,18.6011,60.7296,64.7347,31.2021,2022-09-07
17.027,18.547,61.138,65.5009,31.2802,2022-09-08
17.0286,18.5379,62.0774,66.9162,31.9426,2022-09-09
17.0334,18.517,62.7347,67.6917,32.4496,2022-09-12
17.035,18.4258,60.0244,65.0105,31.383,2022-09-13
17.0366,18.4325,60.2443,65.2453,31.4258,2022-09-14
17.0382,18.3809,59.5685,64.7815,31.1705,2022-09-15
17.0397,18.368,59.1415,63.626,30.9923,2022-09-16
17.0445,18.3365,59.5478,64.1245,31.0793,2022-09-19
17.0461,18.2668,58.8771,63.054,30.61,2022-09-20
17.0477,18.3305,57.8732,62.0848,30.1866,2022-09-21
17.0493,18.1252,57.3879,60.5123,30.0328,2022-09-22
17.0509,18.0812,56.4001,59.1592,29.1064,2022-09-23
17.0556,17.8489,55.8168,58.2086,28.6372,2022-09-26
17.0572,17.7774,55.702,58.5006,28.5485,2022-09-27
17.0588,18.0426,56.8013,60.2846,29.1364,2022-09-28
17.0604,17.9544,55.6098,58.8904,28.7989,2022-09-29
17.062,17.8995,54.7748,58.5313,28.6939,2022-09-30
17.0668,18.0522,56.1926,60.0482,29.3287,2022-10-03
17.0687,18.1021,57.9178,62.6389,30.5019,2022-10-04
17.0705,18.0032,57.8065,62.3182,30.1799,2022-10-05
17.0724,17.9345,57.2292,62.0012,29.6408,2022-10-06
17.0743,17.8581,55.6287,60.0168,29.1623,2022-10-07
17.0819,17.7867,54.8534,59.0842,28.7453,2022-10-11
17.0838,17.8056,54.6742,58.9745,28.608,2022-10-12
17.0856,17.7194,56.1001,60.0208,29.1486,2022-10-13
17.0875,17.6476,54.7749,58.3616,28.7325,2022-10-14
17.0932,17.6668,56.2251,60.2922,29.4768,2022-10-17
17.0951,17.7032,56.8691,61.1579,29.6876,2022-10-18
17.097,17.5584,56.4892,59.9834,29.2711,2022-10-19
17.0988,17.4517,56.0461,59.4189,29.2381,2022-10-20
17.1007,17.4602,57.3764,60.5499,29.745,2022-10-21
17.1064,17.4427,58.0579,60.722,29.7725,2022-10-24
17.1083,17.6097,59.0023,62.542,30.4294,2022-10-25
17.1102,17.6964,58.567,62.5404,30.7174,2022-10-26
17.1121,17.7891,58.2115,62.5983,30.4535,2022-10-27
17.1139,17.7475,59.6513,63.7366,30.6677,2022-10-28
17.1196,17.6733,59.2098,63.561,30.4105,2022-10-31
17.1215,17.7097,58.9672,63.7743,30.684,2022-11-01
17.1235,17.6916,57.4928,61.6402,30.2527,2022-11-02
17.1255,17.6168,56.8915,61.2736,29.9672,2022-11-03
17.1274,17.6092,57.6778,61.6751,31.1473,2022-11-04
17.1335,17.5612,58.2328,62.0588,31.3354,2022-11-07
17.1354,17.637,58.5588,62.265,31.6532,2022-11-08
17.1374,17.6635,57.3544,60.5701,31.1919,2022-11-09
17.1394,18.0119,60.5353,64.7361,32.9163,2022-11-10
17.1475,17.9798,60.5637,64.7668,33.2673,2022-11-14
17.1495,18.0973,61.0963,65.911,33.5329,2022-11-15
17.1514,18.2077,60.6063,64.5191,33.3519,2022-11-16
17.1534,18.1246,60.4314,63.854,33.2965,2022-11-17
17.1554,18.099,60.721,64.1105,33.3993,2022-11-18
17.1614,18.1002,60.4918,63.6048,33.1085,2022-11-21
17.1634,18.1863,61.3147,64.4506,33.5971,2022-11-22
17.1654,18.2834,61.6805,64.8268,34.0065,2022-11-23
17.1694,18.3075,61.6648,65.005,34.2066,2022-11-25
17.1755,18.2852,60.7129,63.7509,33.6941,2022-11-28
17.1774,18.2149,60.6218,63.8786,33.8213,2022-11-29
17.1794,18.3266,62.5151,65.845,34.5826,2022-11-30
17.1814,18.5106,62.4711,65.9373,34.8147,2022-12-01
17.1833,18.5728,62.4016,66.0443,34.7731,2022-12-02
17.1888,18.4324,61.2851,64.0984,34.2837,2022-12-05
17.1906,18.5002,60.4043,63.0687,34.1327,2022-12-06
17.1924,18.6545,60.293,62.9026,34.1081,2022-12-07
17.1942,18.6026,60.7556,63.4879,34.262,2022-12-08
17.1961,18.4886,60.311,62.8607,34.3379,2022-12-09
17.2016,18.488,61.173,63.7892,34.3886,2022-12-12
17.2033,18.6154,61.6206,64.3391,34.9193,2022-12-13
17.205,18.6679,61.2594,64.0441,34.9166,2022-12-14
17.2068,18.6803,59.7361,62.3336,34.0056,2022-12-15
17.2085,18.6354,59.0738,61.7387,33.6905,2022-12-16
17.2139,18.5246,58.5453,60.761,33.596,2022-12-19
17.2157,18.4059,58.6079,61.0676,33.792,2022-12-20
17.2174,18.4397,59.4866,62.0709,34.1285,2022-12-21
17.2191,18.423,58.6264,61.1795,33.8405,2022-12-22
17.2208,18.3588,58.9717,61.3898,33.9379,2022-12-23
17.2281,18.2486,58.7373,60.9983,33.9634,2022-12-27
17.2299,18.2129,58.0309,60.1184,33.6813,2022-12-28
17.2316,18.2819,59.051,61.6545,34.1698,2022-12-29
17.2352,18.2074,58.9043,61.5305,33.9422,2022-12-30
17.2407,18.3031,58.6704,61.1436,34.1009,2023-01-03
17.2425,18.3977,59.1156,62.0623,34.5438,2023-01-04
17.2444,18.3808,58.437,61.2283,34.2187,2023-01-05
17.2463,18.5763,59.7718,62.5154,35.0441,2023-01-06
17.252,18.6338,59.7362,62.8115,35.3242,2023-01-09
17.2539,18.5559,60.1532,63.593,35.328,2023-01-10
17.2557,18.6666,60.9279,64.576,35.5535,2023-01-11
17.2576,18.8029,61.1434,65.4094,36.0676,2023-01-12
17.2595,18.7406,61.3899,65.8056,36.2888,2023-01-13
17.2671,18.7182,61.2654,65.8848,36.4033,2023-01-17
17.269,18.8993,60.3111,64.947,36.3616,2023-01-18
17.2709,18.8541,59.8582,64.1668,36.1722,2023-01-19
17.2727,18.7669,60.9921,65.5491,36.5188,2023-01-20
17.2784,18.7239,61.7172,66.606,36.6308,2023-01-23
17.2803,18.8066,61.6741,66.2775,36.6958,2023-01-24
17.2822,18.8362,61.6635,66.39,36.8717,2023-01-25
17.2841,18.7937,62.3466,67.0875,36.9121,2023-01-26
17.2859,18.7842,62.5031,67.6445,36.8512,2023-01-27
17.2917,18.73,61.6984,66.6023,36.6336,2023-01-30
17.2935,18.7991,62.603,68.1902,36.8039,2023-01-31
17.2954,18.928,63.2578,69.4009,37.1139,2023-02-01
17.2971,18.9411,64.191,70.8659,37.1723,2023-02-02
17.2988,18.7903,63.5291,69.9542,36.7896,2023-02-03
17.304,18.6657,63.1439,69.0927,36.3636,2023-02-06
17.3057,18.6361,63.9582,69.7996,36.6418,2023-02-07
17.3074,18.671,63.2515,68.9518,36.5007,2023-02-08
17.3091,18.601,62.7026,67.9793,36.6237,2023-02-09
17.3108,18.5202,62.8525,67.8085,36.3856,2023-02-10
17.316,18.5665,63.5815,68.6076,36.7024,2023-02-13
17.3177,18.5002,63.5717,68.9504,36.7447,2023-02-14
17.3194,18.4625,63.7643,69.9996,36.5624,2023-02-15
17.3211,18.3932,62.8906,69.1651,36.4957,2023-02-16
17.3228,18.4325,62.7279,68.8575,36.5235,2023-02-17
17.3298,18.2692,61.4713,66.9527,36.2348,2023-02-21
17.3315,18.3092,61.3759,67.2404,36.0234,2023-02-22
17.3332,18.3706,61.7076,67.5626,36.0756,2023-02-23
17.3349,18.2678,61.06,66.8523,35.5315,2023-02-24
17.3401,18.3009,61.2552,67.0634,35.9464,2023-02-27
17.3418,18.3132,61.0749,67.0764,35.7603,2023-02-28
17.3435,18.2054,60.7903,67.0574,35.8888,2023-03-01
17.3454,18.151,61.2602,67.3757,35.968,2023-03-02
17.3474,18.2889,62.2547,68.4112,36.4297,2023-03-03
17.3533,18.2616,62.2999,67.5438,36.4365,2023-03-06
17.3553,18.2367,61.3466,66.7696,35.8593,2023-03-07
17.3572,18.22,61.4387,66.786,35.9602,2023-03-08
17.3592,18.2902,60.3154,64.8671,35.8353,2023-03-09
17.3611,18.5027,59.4353,62.831,35.602,2023-03-10
17.3671,18.6474,59.3391,62.0892,35.2352,2023-03-13
17.369,18.5252,60.3509,63.1766,35.542,2023-03-14
17.371,18.696,59.9311,62.1709,34.513,2023-03-15
17.3729,18.61,60.9928,63.1967,34.9633,2023-03-16
17.3749,18.7669,60.321,61.7881,34.7143,2023-03-17
17.3808,18.6769,60.8596,62.3656,35.1497,2023-03-20
17.3828,18.6152,61.6538,63.7177,35.6055,2023-03-21
17.3848,18.8031,60.6434,62.0341,35.6406,2023-03-22
17.3867,18.8547,60.829,61.8586,35.7554,2023-03-23
17.3887,18.8663,61.1729,62.1188,35.4197,2023-03-24
17.3946,18.6854,61.2737,62.6866,35.6894,2023-03-27
17.3966,18.656,61.1789,62.6848,35.8596,2023-03-28
17.3985,18.6574,62.0498,63.6151,36.2361,2023-03-29
17.4005,18.6927,62.4126,63.7964,36.6939,2023-03-30
17.4025,18.778,63.3162,65.1315,36.8714,2023-03-31
17.4084,18.8608,63.5507,64.9569,37.0917,2023-04-03
17.4101,18.9429,63.1879,63.9885,37.1779,2023-04-04
17.4118,18.9955,63.0382,63.2345,36.9416,2023-04-05
17.4136,18.9885,63.2769,63.3117,37.0307,2023-04-06
17.4205,18.8465,63.3415,63.9086,36.8557,2023-04-10
17.4223,18.864,63.3385,64.3619,37.1425,2023-04-11
17.424,18.8948,63.0778,63.8884,37.4084,2023-04-12
17.4257,18.8658,63.9243,64.6242,37.9032,2023-04-13
17.4274,18.7807,63.7909,64.2217,37.7565,2023-04-14
17.4326,18.6906,64.0027,64.802,37.6402,2023-04-17
17.4344,18.7118,64.0576,64.7587,37.882,2023-04-18
17.4361,18.6911,64.0519,64.8376,37.7652,2023-04-19
17.4378,18.7667,63.677,64.3832,37.7867,2023-04-20
17.4395,18.7377,63.7364,64.3947,37.9012,2023-04-21
17.4448,18.8137,63.7911,64.2247,38.049,2023-04-24
17.4465,18.9424,62.7851,62.6495,37.6094,2023-04-25
17.4482,18.8703,62.5441,62.3112,37.5443,2023-04-26
17.4499,18.7875,63.7692,63.1739,37.8927,2023-04-27
17.4552,18.8923,64.3024,63.7099,37.9281,2023-04-28
17.4569,18.7097,64.2768,63.7492,37.8217,2023-05-01
17.4586,18.888,63.5325,62.5949,37.5239,2023-05-02
17.4603,18.9744,63.0898,62.6068,37.6661,2023-05-03
17.4621,18.9403,62.6413,61.9728,37.5526,2023-05-04
17.4638,18.8824,63.802,63.3533,38.0201,2023-05-05
17.4691,18.7848,63.832,63.46,38.08,2023-05-08
17.4708,18.7636,63.5443,63.35,37.9533,2023-05-09
17.4725,18.8773,63.8312,63.651,37.8998,2023-05-10
17.4743,18.9267,63.7353,63.234,37.7281,2023-05-11
17.476,18.839,63.6485,63.0152,37.6821,2023-05-12
17.4812,18.7934,63.8457,63.8109,37.9472,2023-05-15
17.483,18.7494,63.4417,62.7722,37.6718,2023-05-16
17.4847,18.7164,64.2081,64.0196,37.7635,2023-05-17
17.4864,18.6279,64.8255,64.6884,37.7088,2023-05-18
17.4882,18.58,64.7332,64.2249,37.9242,2023-05-19
17.4934,18.5707,64.7504,64.9421,37.9625,2023-05-22
17.4952,18.5861,64.025,64.3947,37.4811,2023-05-23
17.4969,18.5417,63.5573,63.8069,36.9422,2023-05-24
17.4986,18.4614,64.1156,63.4839,36.8224,2023-05-25
17.5004,18.4739,64.9565,64.4145,37.1748,2023-05-26
17.5074,18.6171,64.9619,64.441,36.8731,2023-05-30
17.5091,18.6851,64.579,63.9907,36.4059,2023-05-31
17.5108,18.726,65.2265,64.6622,36.9878,2023-06-01
17.5127,18.6319,66.1783,66.5917,37.4047,2023-06-02
17.5183,18.6328,66.0472,66.0875,37.344,2023-06-05
17.5202,18.6533,66.2041,67.3138,37.5298,2023-06-06
17.5221,18.5597,65.9539,67.7796,37.2473,2023-06-07
17.5239,18.6424,66.3693,67.7368,37.5767,2023-06-08
17.5258,18.6042,66.4473,67.3718,37.5563,2023-06-09
17.5314,18.6371,67.0671,67.9313,37.7171,2023-06-12
17.5333,18.5523,67.5346,68.7934,38.0648,2023-06-13
17.5351,18.5729,67.6052,68.3651,38.2786,2023-06-14
17.537,18.6786,68.4399,69.1843,38.6144,2023-06-15
17.5389,18.6405,68.19,68.7498,38.5888,2023-06-16
17.5464,18.6773,67.8681,68.3011,38.0935,2023-06-20
17.5483,18.6917,67.5163,67.9261,38.133,2023-06-21
17.5501,18.6002,67.7731,67.5977,37.9164,2023-06-22
17.552,18.6667,67.254,66.7245,37.3309,2023-06-23
17.5576,18.6968,66.9539,66.8825,37.3317,2023-06-26
17.5595,18.6581,67.7208,68.0152,37.6207,2023-06-27
17.5614,18.7084,67.6969,68.3261,37.6849,2023-06-28
17.5632,18.5611,68.0076,68.8545,37.6328,2023-06-29
17.5651,18.6172,68.8445,69.3086,38.0681,2023-06-30
17.5707,18.5769,68.9285,69.6303,38.0608,2023-07-03
17.5746,18.5034,68.8013,69.0374,37.6901,2023-07-05
17.5765,18.3788,68.2614,68.018,37.0282,2023-07-06
17.5785,18.3742,68.0764,68.69,37.2301,2023-07-07
17.5843,18.4385,68.2399,69.6977,37.3488,2023-07-10
17.5862,18.4682,68.7006,70.6988,37.6648,2023-07-11
17.5881,18.6216,69.2107,71.2102,38.4014,2023-07-12
17.5901,18.7318,69.8035,72.0356,39.0693,2023-07-13
17.592,18.6543,69.7345,71.3406,38.8917,2023-07-14
17.5978,18.6769,70.0036,72.0267,38.7854,2023-07-17
17.5998,18.6938,70.5015,72.8049,39.0442,2023-07-18
17.6017,18.7521,70.6685,73.1168,39.0026,2023-07-19
